number,companyName,adress,adressBystreet,dateOflicensing,stateOfbusiness,dateOfclosure,startdateOfcessation,duedateOfcessation,dateOfreOpen,areaOfsite,zip,waterwork,numOfmenWorker,yearOfStart,multipleUse,grade,sizeOfsite,numOfwomenWorker,vicintyOfsite,sanitaryName,businessCondition,totalOfworker
114,(주)델타커피코리아,서울특별시 중구 남대문로2가 123번지 (1층) ,"서울특별시 중구 남대문로 67 (남대문로2가,(1층))",20020607,운영중,,,,,,,상수도전용,1,2002,N,우수,115,2,기타,휴게음식점,커피숍,3
115,(주)도르체비타,부산광역시 해운대구 우동 1495번지 신세계백화점(지1) ,,20100409,폐업 등,20100426,,,,,,,,2010,N,,1.56,,,휴게음식점,커피숍,
116,(주)도르체비타,부산광역시 부산진구 부전동 503-15번지 롯데백화점지하1층 ,,20100226,폐업 등,20100311,,,,,,,,2010,N,,0,,,휴게음식점,커피숍,
117,(주)도피오 과천시민회관점,경기도 과천시 중앙동 6-2번지 시민회관 3층 카페테리아 ,"경기도 과천시 통영로 5 (중앙동, 시민회관 3층 카페테리아)",20110330,운영중,,,,,,,,,2011,N,,45,,,휴게음식점,커피숍,
118,(주)도피오 국립국악원점,서울특별시 서초구 서초동 700번지 국립국악원 예악당1층 ,,20100211,운영중,,,,,,,,,2010,N,,74.24,,,휴게음식점,커피숍,
119,(주)도피오 센텀시티점,부산광역시 해운대구 우동 1495번지 ,"부산광역시 해운대구 센텀남대로 35 (우동, 신세계백화점 5층 교보문고내)",20090305,운영중,,,,,,,,,2009,N,,67.8,,기타,휴게음식점,커피숍,
120,(주)도피오 창원점,경상남도 창원시 성산구 상남동 78-3번지 마이우스빌딩 지하 101호 ,"경상남도 창원시 성산구 중앙대로 104 (상남동,마이우스빌딩 지하 101호)",20060905,운영중,,,,,,,상수도(음용)지하수(주방용)겸용,0,2006,N,,61,0,,휴게음식점,커피숍,0
121,(주)도피오춘해병원점,부산광역시 부산진구 범천동 873-5번지 ,부산광역시 부산진구 중앙대로 605 (범천동),20100621,폐업 등,20120822,,,,,,상수도전용,,2010,N,,14.32,,,휴게음식점,커피숍,
122,(주)동양식품탄천(하)휴게소,충청남도 공주시 탄천면 장선리 151-13번지 ,충청남도 공주시 탄천면 산디길 94,20021221,운영중,,,,,,,지하수전용,0,2002,N,,327.96,0,기타,휴게음식점,커피숍,0
123,(주)동양식품탄천(하)휴게소커피점,충청남도 공주시 탄천면 장선리 151-13번지 외2필지 ,충청남도 공주시 탄천면 산디길 94 (외2필지),20091130,운영중,,,,,,,지하수전용,,2009,N,,7.8,,기타,휴게음식점,커피숍,
124,(주)동원홈푸드 국립생물자원관점,인천광역시 서구 경서동 2-1번지 수도권매립지 생물자원관 본관 ,"인천광역시 서구 환경로 42 (경서동, 수도권매립지 생물자원관 본관)",20100122,운영중,,,,,,,,,2010,N,,24,,,휴게음식점,커피숍,
125,(주)동원홈푸드 다정다감카페,울산광역시 남구 옥동 1415번지 ,"울산광역시 남구 법대로 55, 청사동 1층 (옥동, 울산지방법원)",20150521,운영중,,,,,,,상수도전용,,2015,N,,54.99,,,휴게음식점,커피숍,
126,(주)동원홈푸드 라운지오,충청남도 아산시 배방읍 세출리 165번지 호서대학교 교직원식당 3층 ,충청남도 아산시 배방읍 호서로79번길 20 (호서대학교 교직원식당 3층),20110311,폐업 등,20130117,,,,,,상수도전용,,2011,N,,187,,,휴게음식점,커피숍,
127,(주)동원홈푸드 샌드프레소 기획재정부점,세종특별자치시 어진동 67-8번지 (1층) 4동 ,"세종특별자치시 갈매로 477, 4동 1층 (어진동)",20130528,운영중,,,,,,,상수도전용,,2013,N,,12.12,,기타,휴게음식점,커피숍,
128,(주)동원홈푸드 샌드프레소 세종청사 국무총리실점,세종특별자치시 어진동 3-187번지 정부세종청사 1동 ,세종특별자치시 다솜로 261-5 (어진동),20130729,운영중,,,,,,,상수도전용,,2013,N,,11.92,,기타,휴게음식점,커피숍,
129,(주)동원홈푸드 샌드프레소 세종청사 농림부점,세종특별자치시 어진동 3-187번지 정부세종청사 5동(1층) ,"세종특별자치시 다솜2로 94, 정부세종청사 5동 1층 (어진동)",20131219,운영중,,,,,,,상수도전용,,2013,N,,17.4,,,휴게음식점,커피숍,
130,(주)동원홈푸드 샌드프레소 이수역점,서울특별시 동작구 사당동 144-4번지 ,"서울특별시 동작구 사당로 지하 310, B1층 (사당동, 이수역지하   736-1704)",20140929,운영중,,,,,,,상수도전용,,2014,N,,51,,,휴게음식점,커피숍,
131,(주)동원홈푸드 인천지방검찰청 구내식당 내 커피숍,인천광역시 남구 학익동 278-1번지 ,인천광역시 남구 소성로163번길 49 (학익동),20120228,운영중,,,,,,,상수도전용,,2012,N,,14.4,,,휴게음식점,커피숍,
132,(주)동원홈푸드 카페키니 연세대점,서울특별시 서대문구 대신동 100번지 국제2학사 ,,20100225,폐업 등,20130108,,,,,,,,2010,N,,455.4,,,휴게음식점,커피숍,
133,(주)동원홈푸드 한국고용정보원점,충청북도 음성군 맹동면 두성리 175번지 ,충청북도 음성군 맹동면 태정로 6,20150206,운영중,,,,,,,,,2015,N,,9,,,휴게음식점,커피숍,
134,(주)동원홈푸드 한국수출입은행 샌드프레소,서울특별시 영등포구 여의도동 16-1번지 한국수출입은행본점 8층 ,"서울특별시 영등포구 은행로 38 (여의도동,한국수출입은행본점 8층)",20100816,운영중,,,,,,,상수도전용,,2010,N,,16,,,휴게음식점,커피숍,
135,(주)동원홈푸드강원랜드샌드프레소,강원도 정선군 사북읍 사북리 424번지 ,"강원도 정선군 사북읍 하이원길 265, 3층",20140711,운영중,,,,,,,상수도전용,,2014,N,,59,,,휴게음식점,커피숍,
136,(주)동원홈푸드나눔터카페,울산광역시 남구 옥동 1412번지 1층 ,"울산광역시 남구 법대로 45, 1층 (옥동)",20150115,운영중,,,,,,,상수도전용,,2015,N,,45.05,,,휴게음식점,커피숍,
137,(주)동원홈푸드샌드프레소고대점,서울특별시 성북구 안암동5가 1-2번지 외30필지 고려대학교 애기능광장 지하1층 ,"서울특별시 성북구 안암로 145 (안암동5가, 외30필지 고려대학교 애기능광장 지하1층)",20060921,운영중,,,,,,,상수도전용,0,2006,N,,83.49,0,,휴게음식점,커피숍,0
138,(주)동원홈푸드샌드프레소석계역점,서울특별시 노원구 월계동 25-2번지 ,서울특별시 노원구 화랑로 지하 347-1 (월계동),20141002,운영중,,,,,,,,,2014,N,,34,,,휴게음식점,커피숍,
139,(주)동원홈푸드추추파크샌드프레소,,"강원도 삼척시 도계읍 심포남길 99, 1층 (추추스테이션)",20140919,운영중,,,,,,,상수도전용,1,2014,N,,44.28,1,기타,휴게음식점,커피숍,2
140,(주)동원홈푸드카페테리아7000,울산광역시 남구 남화동 1번지 1층 ,"울산광역시 남구 용잠로 623, 1층 (남화동, 울산화력본부동 )",20150130,운영중,,,,,,,상수도전용,,2015,N,,13.94,,,휴게음식점,커피숍,
141,(주)동화세상에듀코,서울특별시 동대문구 신설동 89-79번지 1층 ,"서울특별시 동대문구 왕산로 25, 1층 (신설동)",20140917,운영중,,,,,,,,,2014,N,,114.78,,,휴게음식점,커피숍,
142,(주)듀엘에이지 코리아,경기도 고양시 덕양구 벽제동 212-19번지 1층 ,"경기도 고양시 덕양구 호국로 1702-2, 1층 (벽제동)",20140811,운영중,,,,,,,상수도전용,,2014,N,,140.9,,,휴게음식점,커피숍,
143,(주)드림휴,서울특별시 구로구 구로동 170-10번지 ,"서울특별시 구로구 디지털로33길 48, 2007호 (구로동, 대륭포스트타워7차)",20141124,운영중,,,,,,,상수도전용,,2014,N,,94.1,,,휴게음식점,커피숍,
144,(주)디알시코리아 (카페08),서울특별시 영등포구 영등포동 618-496번지 (롯데백화점 식품판매매장) ,"서울특별시 영등포구 경인로 862 (영등포동,(롯데백화점 식품판매매장))",20090525,운영중,,,,,,,,,2009,N,,20,,,휴게음식점,커피숍,
145,(주)디엠에프에스 검찰청 웰스토리카페,서울특별시 서초구 서초동 1724번지 서울고등검찰청 2층 ,"서울특별시 서초구 반포대로 158, 2층 (서초동)",20130514,폐업 등,20140221,,,,,,,,2013,N,,11.77,,,휴게음식점,커피숍,
146,(주)디자인 포비 지브릭커피,서울특별시 은평구 진관동 154번지 513동 상가101호 ,"서울특별시 은평구 연서로48길 12 (진관동, 513동 상가101호)",20131029,운영중,,,,,,,상수도전용,,2013,N,자율,80,,기타,휴게음식점,커피숍,
147,(주)띠아모코리아명동M프라자점,서울특별시 중구 명동2가 31-1번지 외1필지 (지상1층) ,"서울특별시 중구 명동8길 27 (명동2가,외1필지 (지상1층))",20090615,폐업 등,20130225,,,,,,상수도전용,,2009,N,,58.67,,,휴게음식점,커피숍,
148,(주)띠앗에프에스,서울특별시 구로구 구로동 106-1번지 구로도서관내 4층 ,"서울특별시 구로구 공원로 15 (구로동, 구로도서관내 4층)",20140228,운영중,,,,,,,,,2014,N,,26.13,,,휴게음식점,커피숍,
149,(주)라비돌 라운지케슬,경기도 화성시 정남면 보통리 141-39번지 ,,20020506,폐업 등,20081106,,,,,,지하수전용,0,2002,N,,230.5,0,기타,휴게음식점,커피숍,0
150,(주)라비돌 클럽하우스,경기도 화성시 정남면 보통리 141-39번지 외 35필지 ,경기도 화성시 정남면 세자로 286 (보통리141-39),20020506,운영중,,,,,,,지하수전용,0,2002,N,,108,0,,휴게음식점,커피숍,0
151,(주)라폴리움,서울특별시 마포구 공덕동 467번지 롯데캐슬 지하2층 205호 일부 ,"서울특별시 마포구 마포대로 109 (공덕동,롯데캐슬 지하2층 205호 일부)",20110726,운영중,,,,,,,,,2011,N,,6.6,,,휴게음식점,커피숍,
152,(주)레번코리아 글로리아진스커피,울산광역시 중구 성남동 249-1번지 ,,20030814,폐업 등,20050817,,,,,,,0,2003,N,,0,0,,휴게음식점,커피숍,0
153,(주)레번코리아글로리아진스,서울특별시 송파구 잠실동 40-1번지 ,,20031009,폐업 등,20040708,,,,,,,0,2003,N,,9.9,0,,휴게음식점,커피숍,0
154,(주)레일파크강촌역커피전문점,강원도 춘천시 남산면 강촌리 산 188-1번지 ,"강원도 춘천시 남산면 강촌로 32, 1층",20141202,운영중,,,,,,,상수도전용,,2014,N,,16.8,,기타,휴게음식점,커피숍,
155,(주)려강 롯데마트수지점,경기도 용인시 기흥구 보정동 266-4번지 롯데마트 내 ,"경기도 용인시 기흥구 진산로 116 (보정동, 롯데마트 내)",20120531,운영중,,,,,,,상수도전용,,2012,N,,7.2,,,휴게음식점,커피숍,
156,(주)로즈버드,경기도 용인시 처인구 마평동 571-1번지 ,,20030418,폐업 등,20050627,,,,,,상수도전용,0,2003,N,,66,0,,휴게음식점,커피숍,0
157,(주)로즈버드,서울특별시 동대문구 전농동 602-13번지 ,,20050726,폐업 등,20080125,,,,,,상수도전용,0,2005,N,,22.48,0,,휴게음식점,커피숍,0
158,(주)로즈버드고대이공대점,서울특별시 성북구 안암동5가 126-16번지 과학도서관 ,,20021030,폐업 등,20060706,,,,,,상수도전용,0,2002,N,기타,9.9,0,기타,휴게음식점,커피숍,0
159,(주)로티보이 베이크샵 코리아,서울특별시 서대문구 창천동 30-33번지 (지하1층) ,,20090514,폐업 등,20100514,,,,,,,,2009,N,,15.18,,,휴게음식점,커피숍,
160,(주)롯데리아 나뚜루 코엑스몰점,서울특별시 강남구 삼성동 159번지 코엑스 기존컨벤션센터 지하1층 J-111호,"서울특별시 강남구 영동대로 513, 지하1층 J-111호 (삼성동, 코엑스 기존컨벤션센터 )",20141121,운영중,,,,,,,,,2014,N,,72.3,,,휴게음식점,커피숍,
161,(주)롯데리아 엔제리너스,제주특별자치도 서귀포시 색달동 2822-40번지 ,제주특별자치도 서귀포시 중문관광로72번길 29-5 (색달동),20130423,폐업 등,20140324,,,,,,상수도전용,,2013,N,,113.52,,기타,휴게음식점,커피숍,
162,(주)롯데리아 엔제리너스 대전둔산점,"대전광역시 서구 둔산동 983번지 1,2층 ","대전광역시 서구 둔지로 32 (둔산동,1,2층)",20080605,운영중,,,,,,,상수도전용,,2008,N,,359.11,,,휴게음식점,커피숍,
163,(주)롯데리아 엔제리너스 이수역점,"서울특별시 동작구 사당동 708-435번지 (지하1층,1층,2층) ","서울특별시 동작구 동작대로25길 16 (사당동,(지하1층,1층,2층))",20090731,운영중,,,,,,,상수도전용,,2009,N,,456.95,,,휴게음식점,커피숍,
164,(주)롯데리아 엔제리너스 커피 수원역점,경기도 수원시 팔달구 매산로1가 18번지 애경백화점 1층 ,"경기도 수원시 팔달구 덕영대로 924 (매산로1가, 애경백화점 1층)",20130718,폐업 등,20150225,,,,,,,,2013,N,,47.97,,,휴게음식점,커피숍,
165,(주)롯데리아 자바 인천길병원점,인천광역시 남동구 구월동 1198번지 본원지하1층일부 ,,20050125,폐업 등,20050902,,,,,,상수도전용,0,2005,N,,120.51,0,,휴게음식점,커피숍,0
166,(주)롯데리아 자바까르푸 병점점,경기도 화성시 병점동 399-4번지 외 2필지(까르푸 지하 1층) ,,20060119,폐업 등,20061101,,,,,,상수도전용,0,2006,N,,100.9,0,아파트지역,휴게음식점,커피숍,0
167,(주)롯데리아엔제리너스 광주충장로2호점,광주광역시 동구 충장로3가 26-2번지 (1.2층) ,"광주광역시 동구 충장로 70 (충장로3가,(1.2층))",20070615,폐업 등,20131203,,,,,,상수도전용,0,2007,N,,232.28,0,기타,휴게음식점,커피숍,0
168,(주)롯데리아엔제리너스경기알앤디비센터점,경기도 수원시 영통구 이의동 906-5번지 경기알앤디비센터 1층 105호 ,"경기도 수원시 영통구 광교로 109 (이의동,경기알앤디비센터 1층 105호)",20070608,운영중,,,,,,,상수도전용,,2007,N,,131.85,,,휴게음식점,커피숍,
169,(주)롯데리아엔제리너스롯데워터파크점,경상남도 김해시 신문동 1417번지 롯데워터파크 101동 ,"경상남도 김해시 장유로 555, 101동 (신문동, 롯데워터파크)",20140430,운영중,,,,,,,상수도전용,,2014,N,,103.8,,기타,휴게음식점,커피숍,
170,(주)롯데리아자바가산점,"서울특별시 금천구 가산동 371-28번지 우림라이온스밸리A동 202,203호 ",,20050427,폐업 등,20061116,,,,,,,0,2005,N,,125.13,0,,휴게음식점,커피숍,0
171,(주)롯데리아크리스피크림롯데동래점,부산광역시 동래구 온천동 502-3번지 ,부산광역시 동래구 중앙대로 1393 (온천동),20110901,운영중,,,,,,,상수도전용,,2011,N,,28.17,,,휴게음식점,커피숍,
172,(주)롯데삼강,경기도 성남시 분당구 수내동 14번지 롯데백화점 2층 ,,20040423,폐업 등,20061215,,,,,,,,2004,N,,14.26,,,휴게음식점,커피숍,
173,(주)롯데삼강,서울특별시 금천구 독산동 295-10번지 (지상1층) ,,20050701,폐업 등,20051121,,,,,,상수도전용,0,2005,N,,9.22,0,,휴게음식점,커피숍,0
174,(주)롯데삼강 원두커피,경상남도 양산시 삼호동 000번지 7블록 1롯트 외18필지 ,,20041227,폐업 등,20060516,,,,,,상수도전용,0,2004,N,,47,0,주택가주변,휴게음식점,커피숍,0
175,(주)롯데삼강 원두커피,대전광역시 서구 괴정동 423-1번지 ,,20030520,폐업 등,20061229,,,,,,상수도전용,0,2003,N,,24.03,0,,휴게음식점,커피숍,0
176,(주)롯데삼강 원두커피,전라남도 목포시 상동 1134번지 (롯데마그넷마트  2층) ,,20030310,폐업 등,20061018,,,,,,상수도전용,0,2003,N,,12,0,기타,휴게음식점,커피숍,0
177,(주)롯데삼강 원두커피(롯데마트화성점),경기도 화성시 반월동 123-5번지 외4필지 ,,20040826,폐업 등,20061013,,,,,,상수도전용,0,2004,N,,9,0,기타,휴게음식점,커피숍,0
178,(주)롯데삼강원두커피,인천광역시 남동구 구월동 1455번지 롯데백화점 지하1층 ,,20030305,폐업 등,20061228,,,,,,,0,2003,N,,13.16,0,,휴게음식점,커피숍,0
179,(주)롯데삼강원두커피,경기도 의왕시 내손동 743번지 ,,20030317,폐업 등,20060509,,,,,,,,2003,N,,11.22,,,휴게음식점,커피숍,
180,(주)롯데삼강원두커피,경기도 고양시 일산서구 주엽동 15번지 롯데마트 1층 ,,20030305,폐업 등,20060209,,,,,,상수도전용,1,2003,N,자율,33.3,0,주택가주변,휴게음식점,커피숍,1
